_id,Institution Name,Institution Address,Outbreak Setting,Type of Outbreak,Causative Agent-1,Causative Agent-2,Date Outbreak Began,Date Declared Over,Year,month,Active Status,Duration
804,Runnymede Healthcare Centre - 3W,625 Runnymede Rd,Hospital-Chronic Care,Respiratory,Respiratory syncytial virus,Coronavirus*,2024-03-07,2024-03-15,2024,2024-03,Resolved,8.0
805,McNicoll Manor/ Moll Berczy Haus - 5E,1020 McNicoll Ave,Ltch,Enteric,Norovirus,Unknown,2024-03-05,2024-03-17,2024,2024-03,Resolved,12.0
806,Extendicare Rogue Valley - Medowvale Unit,551 Conlins Rd,Ltch,Respiratory,Parainfluenza,Unknown,2024-03-04,2024-03-15,2024,2024-03,Resolved,11.0
807,Harmony Hills Care Community - Building 1 (2B),1800 O'Connor Drive,Ltch,Respiratory,COVID-19,Unknown,2024-03-04,2024-03-19,2024,2024-03,Resolved,15.0
808,William Osler Health System - Etibicoke Hospital - 7W,101 Humber College Blvd,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),Unknown,2024-03-04,2024-03-16,2024,2024-03,Resolved,12.0
809,"Weston Garden Retirement Residence - 2nd, 3rd, 4th & 5th Fl",303 Queens Dr,Retirement Home,Respiratory,Coronavirus*,Unknown,2024-03-02,2024-03-22,2024,2024-03,Resolved,20.0
810,Humber Valley Terrace - 2nd Fl,95 Humber Blvd E,Ltch,Respiratory,Unable to identify,Unknown,2024-03-01,2024-03-20,2024,2024-03,Resolved,19.0
811,"Meighen Retirement Residence - 3rd, 4th & 5th Fls",84 Davisville Ave,Retirement Home,Respiratory,COVID-19,Unknown,2024-03-01,2024-03-12,2024,2024-03,Resolved,11.0
812,Castleview Wynchwood Towers - 2W,351 Christie St,Ltch,Respiratory,Coronavirus*,Unknown,2024-02-29,2024-03-15,2024,2024-02,Resolved,15.0
813,Chester Village - 3E (Jade),3555 Danforth Ave,Ltch,Respiratory,Parainfluenza,Unknown,2024-02-29,2024-03-14,2024,2024-02,Resolved,14.0
814,Rekai Centre - Wellesley Central Place - 4th Fl,160 Wellesley St E,Ltch,Respiratory,Coronavirus*,Unknown,2024-02-29,2024-03-11,2024,2024-02,Resolved,11.0
815,Chartwell Grenadier Retirement Residence,2100 Bloor St W,Retirement Home,Enteric,Norovirus,Unknown,2024-02-28,2024-03-17,2024,2024-02,Resolved,18.0
816,Craiglee Nursing Home - 1W,102 Craiglee Ave,Ltch,Respiratory,Influenza A (Not subtyped),Unknown,2024-02-28,2024-03-06,2024,2024-02,Resolved,7.0
817,West Park Long Term Care Centre - Humber & York,82 Buttonwood Ave,Ltch,Respiratory,Metapneumovirus,Unknown,2024-02-28,2024-03-08,2024,2024-02,Resolved,9.0
818,Unity Health Toronto - Houses of Providence - HOP 1E Redwood,3276 St Clair Ave E,Ltch,Respiratory,COVID-19,Unknown,2024-02-27,2024-03-06,2024,2024-02,Resolved,8.0
819,A Better Way Retirement Home,34 Middleport Cres,Retirement Home,Respiratory,COVID-19,Unknown,2024-02-26,2024-03-02,2024,2024-02,Resolved,5.0
820,Chartwell Lansing Retirement Residence - 3rd Fl,10 Senlac Rd,Retirement Home,Respiratory,Unable to identify,Unknown,2024-02-26,2024-03-09,2024,2024-02,Resolved,12.0
821,Kennedy Lodge - 3 North,1400 Kennedy Rd,Ltch,Respiratory,COVID-19,Unknown,2024-02-26,2024-03-05,2024,2024-02,Resolved,8.0
822,Unity Health Toronto - Providence - B3,3276 St. Clair Ave East,Hospital-Chronic Care,Respiratory,COVID-19,Unknown,2024-02-25,2024-03-05,2024,2024-02,Resolved,9.0
823,Sunnybrook Health Sciences Centre - PICU,2075 Bayview Ave,Hospital-Acute Care,Enteric,Unable to identify,Unknown,2024-02-24,2024-02-29,2024,2024-02,Resolved,5.0
824,Deerwood Creek Care Community - 2A,70 Humberline Dr,Ltch,Respiratory,COVID-19,Unknown,2024-02-23,2024-03-03,2024,2024-02,Resolved,9.0
825,Extendicare Rouge Valley - 3rd Fl,551 Conlins Rd,Ltch,Respiratory,Parainfluenza,Unknown,2024-02-22,2024-02-26,2024,2024-02,Resolved,4.0
826,Scarborough Retirement Residence,148 Markham Rd,Retirement Home,Enteric,Norovirus,Unknown,2024-02-22,2024-03-04,2024,2024-02,Resolved,11.0
827,Fudger House - 2nd Fl,439 Sherbourne St,Ltch,Respiratory,Influenza A (Not subtyped),Parainfluenza,2024-02-21,2024-03-07,2024,2024-02,Resolved,15.0
828,Wellesley Central Place - 4 West,160 Wellesley St E,Ltch,Respiratory,COVID-19,Unknown,2024-02-21,2024-02-29,2024,2024-02,Resolved,8.0
829,Yee Hong Centre - Finch - 2nd Fl (North),60 Scottfield Dr,Ltch,Respiratory,Coronavirus*,Unknown,2024-02-21,2024-02-25,2024,2024-02,Resolved,4.0
830,Chartwell Guildwood Retirement Residence,65 Livingston Rd,Retirement Home,Respiratory,COVID-19,Unknown,2024-02-20,2024-03-11,2024,2024-02,Resolved,20.0
831,Craiglee Nursing Home - 2E,102 Craiglee Dr,Ltch,Respiratory,COVID-19,Unknown,2024-02-20,2024-02-28,2024,2024-02,Resolved,8.0
832,"Eatonville Care Centre - 2nd, 4th & 5th Fl",420 The East Mall,Ltch,Respiratory,Coronavirus*,Unknown,2024-02-20,2024-03-15,2024,2024-02,Resolved,24.0
833,Age Care Trilogy - 4th & 5th Fl,340 McCowan Rd,Ltch,Enteric,Unable to identify,Unknown,2024-02-19,2024-03-05,2024,2024-02,Resolved,15.0
834,Elm Grove Living Centre - 3rd Fl,35 Elm Grove Ave,Ltch,Respiratory,Respiratory syncytial virus,Influenza A (Not subtyped),2024-02-19,2024-02-24,2024,2024-02,Resolved,5.0
835,Lakeside Long Term Care Centre - 4th Fl Cardinal House,150 Dunn Ave,Ltch,Respiratory,Rhinovirus,Unknown,2024-02-19,2024-03-05,2024,2024-02,Resolved,15.0
836,Centre For Addiction and Mental Health - 3-2,1001 Queen St West,Hospital-Psychiatric,Respiratory,COVID-19,Unknown,2024-02-17,2024-03-02,2024,2024-02,Resolved,14.0
837,Weston Terrace Care Community - 4th Fl,2005 Lawrence Ave W,Ltch,Enteric,Unable to identify,Unknown,2024-02-17,2024-02-26,2024,2024-02,Resolved,9.0
838,"Cummer Lodge - 2 South, 3 North & 4 North",205 Cummer Ave,Ltch,Respiratory,Coronavirus*,Respiratory syncytial virus,2024-02-16,2024-03-09,2024,2024-02,Resolved,22.0
839,Baycrest Hospital - CCC - H7E,3560 Bathurst St,Hospital-Chronic Care,Respiratory,Influenza A (Not subtyped),Unknown,2024-02-15,2024-03-01,2024,2024-02,Resolved,15.0
840,Sunnybrook Health Sciences Centre - Bayview Campus - C2,2075 Bayview Ave,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2024-02-15,2024-02-22,2024,2024-02,Resolved,7.0
841,Better Living At Thompson House - 2nd & 4th Fl,1 Overland Dr,Ltch,Respiratory,Metapneumovirus,Coronavirus*,2024-02-14,2024-03-01,2024,2024-02,Resolved,16.0
842,Deerwood Creek Care Community - 2A,70 Humberline Dr,Ltch,Respiratory,COVID-19,Unknown,2024-02-14,2024-02-21,2024,2024-02,Resolved,7.0
843,Westside LTC - 3rd Fl,1145 Albion Rd,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2024-02-14,2024-02-21,2024,2024-02,Resolved,7.0
844,Kennedy Lodge - Scarborough - Main South,1400 Kennedy Rd,Ltch,Respiratory,COVID-19,Unknown,2024-02-13,2024-02-25,2024,2024-02,Resolved,12.0
845,Chartwell Scarlett Heights Retirement Residence - 3rd-9th Fls,4005 Eglinton Ave W,Retirement Home,Respiratory,Influenza A (Not subtyped),Unknown,2024-02-12,2024-02-24,2024,2024-02,Resolved,12.0
846,Gibson Long Term Care - 3rd Fl,1925 Steel Ave E,Ltch,Respiratory,Respiratory syncytial virus,Parainfluenza,2024-02-12,2024-02-23,2024,2024-02,Resolved,11.0
847,New Horizons Tower - 3rd Fl,1140 Bloor St W,Retirement Home,Respiratory,COVID-19,Unknown,2024-02-12,2024-02-21,2024,2024-02,Resolved,9.0
848,Norfinch Care Community - 2B,22 Norfinch Drive,Ltch,Respiratory,Coronavirus*,Unknown,2024-02-12,2024-02-20,2024,2024-02,Resolved,8.0
849,Rockcliffe Care Community - 1st & 3rd Fl,3015 Lawrence Ave E,Ltch,Respiratory,Influenza A (H1N1),Unknown,2024-02-12,2024-03-08,2024,2024-02,Resolved,25.0
850,Shepherd Lodge - 7 North & South,3760 Sheppard Ave East,Ltch,Respiratory,COVID-19,Unknown,2024-02-12,2024-02-26,2024,2024-02,Resolved,14.0
851,Centre For Addiction and Mental Health - Forensic Units 3-5,1001 Queen St West,Hospital-Psychiatric,Respiratory,COVID-19,Unknown,2024-02-11,2024-02-21,2024,2024-02,Resolved,10.0
852,Unity Health Toronto - Houses of Providence - HOP 2E (Spruce & Chestnut),3276 St Clair Ave E,Ltch,Respiratory,COVID-19,Unknown,2024-02-11,2024-02-24,2024,2024-02,Resolved,13.0
853,Don Mills Retirement Residence - Memory Care Unit,2 Green Belt Dr,Retirement Home,Respiratory,COVID-19,Unknown,2024-02-10,2024-02-20,2024,2024-02,Resolved,10.0
854,Sunnybrook Health Sciences Centre - St. John's Rehabilitation Hospital - A1,285 Cummer Ave,Hospital-Chronic Care,Respiratory,Coronavirus*,Unknown,2024-02-10,2024-02-20,2024,2024-02,Resolved,10.0
855,Copernicus Lodge - 6th South,66 Roncesvalles Ave,Ltch,Enteric,Unable to identify,Unknown,2024-02-09,2024-02-15,2024,2024-02,Resolved,6.0
856,Nibset Lodge - 6th Fl,740 Pape Ave,Ltch,Respiratory,Coronavirus*,Unknown,2024-02-09,2024-02-25,2024,2024-02,Resolved,16.0
857,The Salvation Army - Toronto Grace Health Centre - Specialized Care Centre - 5th Fl,1020 McNicoll Ave,Hospital-Chronic Care,Respiratory,COVID-19,Unknown,2024-02-09,2024-02-19,2024,2024-02,Resolved,10.0
858,Humber Meadows Long Term Care Home - Aster Road South,2109 Finch Ave W,Ltch,Respiratory,COVID-19,Unknown,2024-02-08,2024-02-26,2024,2024-02,Resolved,18.0
859,Weston Terrace Care Community - 1A,2005 Lawrence Ave W,Ltch,Respiratory,Coronavirus*,Unknown,2024-02-08,2024-02-14,2024,2024-02,Resolved,6.0
860,Christie Gardens - Ground Fl,600 Melita Cres,Retirement Home,Respiratory,COVID-19,Unknown,2024-02-07,2024-02-23,2024,2024-02,Resolved,16.0
861,Midland Gardens - 4th Fl,130 Midland Ave,Ltch,Respiratory,Coronavirus*,Respiratory syncytial virus,2024-02-07,2024-03-14,2024,2024-02,Resolved,36.0
862,North York General Hospital RCC - Branson Site - RCC4,555 Finch Ave W,Hospital-Chronic Care,Respiratory,Influenza A (Not subtyped),Unknown,2024-02-07,2024-02-13,2024,2024-02,Resolved,6.0
863,True Davidson Acres - 2nd & 3rd Fl,200 Dawes Rd,Ltch,Enteric,Norovirus,Unknown,2024-02-07,2024-02-20,2024,2024-02,Resolved,13.0
864,Ukrainian Canadian Care Centre - 3rd Fl,60 Richview Rd,Ltch,Respiratory,COVID-19,Unknown,2024-02-07,2024-02-22,2024,2024-02,Resolved,15.0
865,Bendale Acres - 4th Fl,2920 Lawrence Ave E,Ltch,Respiratory,Unable to identify,Unknown,2024-02-05,2024-02-13,2024,2024-02,Resolved,8.0
866,Glen Rouge Community - Wing 3,92 Island Rd,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2024-02-05,2024-02-10,2024,2024-02,Resolved,5.0
867,Harold & Grace Baker - Unit A,1 Northwestern Ave,Ltch,Respiratory,Influenza A (Not subtyped),Unknown,2024-02-05,2024-02-12,2024,2024-02,Resolved,7.0
868,Hawthorne Place Care Centre - 3rd Fl,2045 Finch Ave W,Ltch,Respiratory,Influenza A (Not subtyped),Unknown,2024-02-05,2024-02-26,2024,2024-02,Resolved,21.0
869,North York General Hospital - 4W,4001 Leslie St,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),Unknown,2024-02-05,2024-02-12,2024,2024-02,Resolved,7.0
870,One Kenton Place,1 Kenton Pl,Retirement Home,Enteric,Norovirus,Unknown,2024-02-05,2024-02-26,2024,2024-02,Resolved,21.0
871,Toronto East Health Network - Michael Garron Hospital - T7E,825 Coxwell Ave,Hospital-Acute Care,Enteric,Unable to identify,Unknown,2024-02-05,2024-02-09,2024,2024-02,Resolved,4.0
872,William Osler Health System - 10W Respirology Unit,101 Humber College Blvd,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),Unknown,2024-02-05,2024-02-11,2024,2024-02,Resolved,6.0
873,Carefree Lodge,306 Finch Ave E,Ltch,Enteric,Norovirus,Unknown,2024-02-03,2024-02-21,2024,2024-02,Resolved,18.0
874,Baycrest Apotex Centre - Jewish Home For The Aged - 5RF,3560 Bathurst St,Ltch,Respiratory,Influenza A (Not subtyped),Unknown,2024-02-02,2024-02-11,2024,2024-02,Resolved,9.0
875,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LGSW,2075 Bayview Ave,Ltch,Respiratory,COVID-19,Unknown,2024-02-02,2024-02-12,2024,2024-02,Resolved,10.0
876,Unity Health Toronto - Houses of Providence - HOP 4E Sumach,3276 St Clair Ave E,Ltch,Respiratory,COVID-19,Unknown,2024-02-02,2024-02-25,2024,2024-02,Resolved,23.0
877,Humber Valley Terrace - 3rd Fl,95 Humber College Blvd,Ltch,Respiratory,Coronavirus*,Unknown,2024-02-01,2024-02-14,2024,2024-02,Resolved,13.0
878,Main Street Terrace - 2nd Fl,77 Main St,Ltch,Respiratory,Influenza A (Not subtyped),Unknown,2024-02-01,2024-02-12,2024,2024-02,Resolved,11.0
879,"Parkland On Eglinton West - 2nd, 4th & 5th Fl (East Tower) & 2nd, 4th, 6th-9th Fl (West Tower)",4650 Eglinton Ave West,Retirement Home,Respiratory,COVID-19,Unknown,2024-02-01,2024-02-22,2024,2024-02,Resolved,21.0
880,Wellesley Central Place - 4 East,160 Wellesley St E,Ltch,Respiratory,COVID-19,Unknown,2024-02-01,2024-02-17,2024,2024-02,Resolved,16.0
881,Humber River Hospital - Wilson Site - 5 East,1235 Wilson Ave,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),Unknown,2024-01-31,2024-02-08,2024,2024-01,Resolved,8.0
882,L'Chaim Retirement Home - 2nd & 3rd Fl,718 Sheppard Ave,Retirement Home,Respiratory,COVID-19,Unknown,2024-01-31,2024-02-12,2024,2024-01,Resolved,12.0
883,Mackenzie Health - RCC - 4 East,2111 Finch Ave W,Hospital-Chronic Care,Respiratory,COVID-19,Unknown,2024-01-31,2024-02-09,2024,2024-01,Resolved,9.0
884,Rockcliffe Care Community - Ground & 2nd Fl,3015 Lawrence Ave E,Ltch,Respiratory,COVID-19,Unknown,2024-01-31,2024-02-06,2024,2024-01,Resolved,6.0
885,Toronto East Health Network - Michael Garron Hospital - G5 Palliative,825 Coxwell Ave,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2024-01-31,2024-02-07,2024,2024-01,Resolved,7.0
886,Castleview Wychwood Towers - 4th Fl,351 Christie St,Ltch,Respiratory,Influenza A (Not subtyped),Unknown,2024-01-30,2024-02-12,2024,2024-01,Resolved,13.0
887,Harold and Grace Baker Centre,1 Northwestern Ave,Ltch,Respiratory,COVID-19,Unknown,2024-01-30,2024-02-12,2024,2024-01,Resolved,13.0
888,Hellenic Home - Unit 3A,2411 Lawrence Ave E,Ltch,Respiratory,COVID-19,Unknown,2024-01-30,2024-02-16,2024,2024-01,Resolved,17.0
889,Midland Gardens - 3rd Fl,130 Midland Ave,Ltch,Respiratory,Respiratory syncytial virus,Coronavirus*,2024-01-30,2024-02-07,2024,2024-01,Resolved,8.0
890,RCC Finch Site - Southlake Hospital - 6 West,2111 Finch W,Hospital-Chronic Care,Respiratory,Influenza A (Not subtyped),Unknown,2024-01-30,2024-02-07,2024,2024-01,Resolved,8.0
891,Scarborough Health Network - Birchmount Hospital - G4C,3030 Birchmount Rd,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),Unknown,2024-01-30,2024-02-06,2024,2024-01,Resolved,7.0
892,Belmont House - 2WW,55 Belmont St,Ltch,Respiratory,COVID-19,Unknown,2024-01-29,2024-02-05,2024,2024-01,Resolved,7.0
893,Extendicare Bayview - South Unit,550 Cummer Ave,Ltch,Respiratory,Coronavirus*,Unknown,2024-01-29,2024-02-14,2024,2024-01,Resolved,16.0
894,The Kensington Gardens - 2 East,25 Brunswick Ave,Ltch,Respiratory,COVID-19,Unknown,2024-01-29,2024-02-05,2024,2024-01,Resolved,7.0
895,The Village of Humber Heights - 3rd Fl Islington,2245 Lawrence Ave West,Ltch,Respiratory,Influenza A (Not subtyped),Unknown,2024-01-29,2024-02-13,2024,2024-01,Resolved,15.0
896,The Wexford Residence - 5th Fl,1860 Lawrence Ave E,Ltch,Respiratory,Influenza A (Not subtyped),Unknown,2024-01-29,2024-02-08,2024,2024-01,Resolved,10.0
897,Harold and Grace Baker Centre - Unit A & Unit C,1 Northwestern Ave,Ltch,Respiratory,COVID-19,Unknown,2024-01-28,2024-02-14,2024,2024-01,Resolved,17.0
898,Mon Sheong Home for the Aged - 4th Fl,36 D'Arcy St,Ltch,Respiratory,Unable to identify,Unknown,2024-01-28,2024-02-08,2024,2024-01,Resolved,11.0
899,Glen Rouge Community - Wing 1 & 2,92 Island Rd,Ltch,Respiratory,COVID-19,Unknown,2024-01-27,2024-02-08,2024,2024-01,Resolved,12.0
900,"Chartwell Westbury Long Term Care Residence - 2nd, 4th & 5th Fl",495 The West Mall,Ltch,Respiratory,COVID-19,Unknown,2024-01-26,2024-02-20,2024,2024-01,Resolved,25.0
901,Deerwood Creek Care Community - 2B,70 Humberline Dr,Ltch,Respiratory,COVID-19,Unknown,2024-01-26,2024-02-06,2024,2024-01,Resolved,11.0
902,Fieldstone Commons - 2B Lilac Lane,1000 Ellesmere Rd,Ltch,Respiratory,Influenza A (H1),Unknown,2024-01-26,2024-02-05,2024,2024-01,Resolved,10.0
903,Hawthorne Place Care Centre - CONV,2045 Finch Ave,Ltch,Respiratory,Influenza A (Not subtyped),Unknown,2024-01-26,2024-02-05,2024,2024-01,Resolved,10.0
904,Hazelton Place Retirement Residence - 5th Fl,111 Avenue Rd,Retirement Home,Respiratory,Influenza A (Not subtyped),Unknown,2024-01-26,2024-02-05,2024,2024-01,Resolved,10.0
905,Ina Grafton Gage Home - Unit 3,40 Bell Estate Rd,Ltch,Respiratory,COVID-19,Unknown,2024-01-26,2024-02-05,2024,2024-01,Resolved,10.0
906,St. George Care Community - 1st Fl,225 St. George St,Ltch,Respiratory,COVID-19,Unknown,2024-01-26,2024-02-03,2024,2024-01,Resolved,8.0
907,The Jewish Home for the Aged - 4RF,3560 Bathurst St,Ltch,Respiratory,COVID-19,Unknown,2024-01-26,2024-02-13,2024,2024-01,Resolved,18.0
908,Belmont House - Fl W,55 Belmont St,Ltch,Respiratory,Unable to identify,Unknown,2024-01-25,2024-02-07,2024,2024-01,Resolved,13.0
909,Extendicare Guildwood - 1st Fl West Wing,60 Guildwood Pky,Ltch,Respiratory,Coronavirus*,Unknown,2024-01-25,2024-02-07,2024,2024-01,Resolved,13.0
910,McCall Centre for Continuing Care - McCall's Kitchen,140 Sherway Drive,Hospital-Chronic Care,Enteric,Salmonella Kentucky,Unknown,2024-01-25,2024-01-30,2024,2024-01,Resolved,5.0
911,The Jewish Home for the Aged - 3EI,3560 Bathurst St,Ltch,Respiratory,COVID-19,Unknown,2024-01-25,2024-02-15,2024,2024-01,Resolved,21.0
912,Unity Health Toronto - Houses of Providence - Spruce House & Chestnut,3276 St Clair Ave E,Ltch,Respiratory,COVID-19,Unknown,2024-01-25,2024-02-08,2024,2024-01,Resolved,14.0
913,Village Of Humber Heights,2245 Lawrence Ave W,Retirement Home,Respiratory,Influenza A (Not subtyped),Unknown,2024-01-25,2024-02-10,2024,2024-01,Resolved,16.0
914,West Park Long Term Care Centre - Hughes & Prittie,82 Buttonwood Ave,Ltch,Respiratory,COVID-19,Unknown,2024-01-25,2024-02-06,2024,2024-01,Resolved,12.0
915,Centre for Addiction and Mental Health - Queen Street Site - PRT7-PICU,1001 Queen St West,Hospital-Psychiatric,Respiratory,COVID-19,Unknown,2024-01-24,2024-01-31,2024,2024-01,Resolved,7.0
916,Deerwood Creek Community - 3A,70 Humberline Dr,Ltch,Respiratory,Influenza A (H1N1),Unknown,2024-01-24,2024-02-06,2024,2024-01,Resolved,13.0
917,North York General Hospital - 5N,4001 Leslie St,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),Unknown,2024-01-24,2024-01-31,2024,2024-01,Resolved,7.0
918,North York General Hospital - 5W,4001 Leslie St,Hospital-Acute Care,Respiratory,Influenza A (H1),Unknown,2024-01-24,2024-02-02,2024,2024-01,Resolved,9.0
919,Sunnybrook Health Sciences - RCC Church - A3S,200 Church St,Hospital-Chronic Care,Respiratory,COVID-19,Unknown,2024-01-24,2024-01-31,2024,2024-01,Resolved,7.0
920,The Heritage Nursing Home - 2nd Fl,1195 Queen St E,Ltch,Respiratory,COVID-19,Unknown,2024-01-24,2024-02-06,2024,2024-01,Resolved,13.0
921,Weston Terrace Care Community - 3A,2005 Lawrence Ave W,Ltch,Respiratory,COVID-19,Unknown,2024-01-24,2024-02-03,2024,2024-01,Resolved,10.0
922,Fieldstone Commons Care Community - 2A & 4A,1000 Ellesmere Rd,Ltch,Respiratory,COVID-19,Unknown,2024-01-23,2024-02-05,2024,2024-01,Resolved,13.0
923,Fountain View Care Community - Breezeway 2A,1800 O'Connor Dr,Ltch,Respiratory,COVID-19,Unknown,2024-01-23,2024-01-30,2024,2024-01,Resolved,7.0
924,Hazelton Place Retirement Residence - 6th Fl,111 Avenue Rd,Retirement Home,Respiratory,COVID-19,Unknown,2024-01-23,2024-01-29,2024,2024-01,Resolved,6.0
925,Scarborough Health Network - Birchmount - 4B,3030 Birchmount Rd,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2024-01-23,2024-01-30,2024,2024-01,Resolved,7.0
926,Southlake Regional Health Centre - RCC Finch - 6 West,2111 Finch Ave W,Hospital-Chronic Care,Respiratory,COVID-19,Unknown,2024-01-23,2024-02-02,2024,2024-01,Resolved,10.0
927,The Jewish Home for the Aged - 3RF,3560 Bathurst St,Ltch,Respiratory,COVID-19,Unknown,2024-01-23,2024-01-30,2024,2024-01,Resolved,7.0
928,Amica On The Avenue - 2nd Fl,1066 Avenue Rd,Retirement Home,Respiratory,Enterovirus/ Rhinovirus,Unknown,2024-01-22,2024-01-29,2024,2024-01,Resolved,7.0
929,"Chartwell Grenadier Retirement Residence - A4, B1, B3, B7, C1, D1, D3",2100 Bloor St W,Retirement Home,Respiratory,COVID-19,Unknown,2024-01-22,2024-02-09,2024,2024-01,Resolved,18.0
930,Forest Hill Place,645 Castlefield Ave,Retirement Home,Respiratory,COVID-19,Unknown,2024-01-22,2024-02-08,2024,2024-01,Resolved,17.0
931,Mackenzie Health - RCC - 4 West,2111 Finch Ave W,Hospital-Chronic Care,Respiratory,COVID-19,Unknown,2024-01-22,2024-02-02,2024,2024-01,Resolved,11.0
932,The Jewish Home for the Aged - 4EI,3560 Bathurst St,Ltch,Respiratory,COVID-19,Unknown,2024-01-22,2024-02-03,2024,2024-01,Resolved,12.0
933,Toronto East Health Network - Atrium At Kew Beach - 1st & 2nd Fl,500 Kingston Rd,Hospital-Chronic Care,Enteric,Norovirus,Unknown,2024-01-22,2024-02-02,2024,2024-01,Resolved,11.0
934,Copernicus Lodge - 3 South,66 Roncesvalles Ave,Ltch,Enteric,Unable to identify,Unknown,2024-01-21,2024-01-29,2024,2024-01,Resolved,8.0
935,Downsview Long Term Care - 1 East & 1 Centre,3595 Keele St,Ltch,Respiratory,Influenza A (Not subtyped),Unknown,2024-01-21,2024-02-05,2024,2024-01,Resolved,15.0
936,Elm Grove Living Centre - 3rd Fl,35 Elm Grove Ave,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2024-01-21,2024-02-03,2024,2024-01,Resolved,13.0
937,North York General Hospital - General Site - 6W,4001 Leslie St,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2024-01-21,2024-01-26,2024,2024-01,Resolved,5.0
938,Sunnybrook Health Sciences Centre - C2,2075 Bayview Ave,Hospital-Acute Care,Respiratory,Influenza A (H1),Unknown,2024-01-20,2024-01-28,2024,2024-01,Resolved,8.0
939,Salvation Army Toronto Grace Health Centre - 5th Fl,650 Church St,Hospital-Chronic Care,Respiratory,COVID-19,Unknown,2024-01-19,2024-01-31,2024,2024-01,Resolved,12.0
